omdb_id,omdb_title,omdb_year,omdb_rated,omdb_released,omdb_runtime,omdb_director,omdb_actors,omdb_language,omdb_country,omdb_ratings,omdb_metascore,omdb_imdbRating,omdb_imdbVotes
tt7689310,Die Goldfische,2019,N/A,21 Mar 2019,111 min,Alireza Golafshan,"Tom Schilling, Jella Haase, Birgit Minichmayr, Axel Stein",German,Germany,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,455
tt5368108,Little Miss Dolittle,2018,N/A,10 May 2018,96 min,Joachim Masannek,"Peri Baumeister, Aylin Tezel, Tom Beck, Christoph Maria Herbst",German,Germany,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",N/A,4.9,95
tt6892446,Boys Cry,2018,N/A,07 Jun 2018,95 min,"Damiano D'Innocenzo, Fabio D'Innocenzo","Andrea Carpenzano, Matteo Olivetti, Milena Mancini, Luca Zingaretti",Italian,Italy,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,633
tt1792799,Chromeskull: Laid to Rest 2,2011,R,20 Sep 2011,93 min,Robert Hall,"Brian Austin Green, Thomas Dekker, Mimi Michaels, Owain Yeoman",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,"3,174"
tt2082152,13 Eerie,2013,Not Rated,02 Apr 2013,87 min,Lowell Dean,"Katharine Isabelle, Michael Shanks, Brendan Fehr, Brendan Fletcher",English,Canada,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",N/A,4.5,"2,475"
tt6076802,Pumpkin Pie Wars,2016,TV-G,15 Oct 2016,84 min,Steven R. Monroe,"Julie Gonzalo, Rico Aragon, Michele Scarabelli, Jennifer-Juniper Angeli",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"1,144"
tt7323600,Hagazussa,2017,N/A,19 Apr 2019,102 min,Lukas Feigelfeld,"Aleksandra Cwen, Celina Peter, Claudia Martini, Tanja Petrovsky",German,"Austria, Germany","[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,5.9,"2,315"
tt0995851,In Her Skin,2009,R,N/A,107 min,Simone North,"Guy Pearce, Miranda Otto, Ruth Bradley, Sam Neill",English,Australia,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,"4,403"
tt3484800,Altar,2014,Not Rated,17 Feb 2015,94 min,Nick Willing,"Olivia Williams, Matthew Modine, Antonia Clarke, Adam Thomas Wright",English,UK,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,"4,291"
tt6053948,Sunday's Illness,2018,PG-13,15 Jun 2018,113 min,Ramón Salazar,"Bárbara Lennie, Susi Sánchez, Greta Fernández, Bruna González","Spanish, French",Spain,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Metacritic', 'Value': '92/100'}]",92,6.9,"2,121"
tt2904626,Salting the Battlefield,2014,TV-PG,15 Nov 2014,93 min,David Hare,"Ralph Fiennes, Shazad Latif, Felicity Jones, James McArdle","English, German",UK,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"3,181"
tt3811986,Family For Rent,2015,N/A,19 Aug 2015,97 min,Jean-Pierre Améris,"Benoît Poelvoorde, Virginie Efira, François Morel, Philippe Rebbot",French,"France, Belgium","[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,"1,439"
tt4680196,Planetarium,2016,Not Rated,11 Aug 2017,105 min,Rebecca Zlotowski,"Natalie Portman, Lily-Rose Depp, Emmanuel Salinger, Amira Casar","English, French","France, Belgium","[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,4.6,"2,545"
tt5764096,Hindi Medium,2017,Not Rated,19 May 2017,132 min,Saket Chaudhary,"Irrfan Khan, Saba Qamar, Dishita Sehgal, Deepak Dobriyal",Hindi,India,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}]",N/A,7.8,"18,063"
tt7014318,Poveri ma ricchissimi,2017,N/A,14 Dec 2017,94 min,Fausto Brizzi,"Christian De Sica, Enrico Brignano, Lucia Ocone, Lodovica Comello",Italian,Italy,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,361
tt4660980,The Bad Education Movie,2015,Not Rated,21 Aug 2015,90 min,Elliot Hegarty,"Jack Whitehall, Charlie Wernham, Nikki Runeckles, Weruche Opia",English,UK,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}]",N/A,5.7,"5,851"
tt3486210,Relentless,2018,TV-MA,06 Feb 2018,95 min,Lance Tracy,"Sydney Sweeney, Elpidia Carrillo, Courtenay Taylor, Lauren Shaw",English,"USA, El Salvador","[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",N/A,4.5,273
tt6471684,Operation Carwash: A Worldwide Corruption Scandal Made in Brazil,2017,N/A,07 Sep 2017,107 min,Marcelo Antunez,"Antonio Calloni, Marcelo Serrado, Ary Fontoura, Flávia Alessandra",Portuguese,Brazil,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"3,120"
tt1935914,The Last Days,2013,Unrated,27 Mar 2013,100 min,"David Pastor, Àlex Pastor","Quim Gutiérrez, Jose Coronado, Marta Etura, Leticia Dolera","Spanish, Catalan","Spain, France","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,6.1,"7,170"
tt6605352,Christmas in the Air,2017,TV-G,05 Nov 2017,84 min,Martin Wood,"Catherine Bell, Eric Close, Ken Tremblett, Malcolm Stewart",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,749
tt7085842,The End?,2017,N/A,14 Aug 2018,100 min,Daniele Misischia,"Alessandro Roja, Carolina Crescentini, Claudio Camilli, Euridice Axen",Italian,Italy,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,"1,014"
tt2188925,The Story of Racheltjie De Beer,2019,N/A,18 Oct 2019,N/A,Matthys Boshoff,"Marius Weyers, Sandra Prinsloo, Antoinette Louw, Beáte Opperman",Afrikaans,South Africa,[],N/A,N/A,N/A
tt1712187,The Ages of Love,2011,N/A,25 Feb 2011,125 min,Giovanni Veronesi,"Robert De Niro, Monica Bellucci, Riccardo Scamarcio, Michele Placido",Italian,Italy,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,"3,686"
tt1680058,Boris - Il film,2011,N/A,01 Apr 2011,108 min,"Giacomo Ciarrapico, Mattia Torre, Luca Vendruscolo","Luca Amorosino, Valerio Aprea, Antonino Bruschetta, Paolo Calabresi",Italian,Italy,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,"1,859"
tt4738174,Bon Cop Bad Cop 2,2017,N/A,12 May 2017,126 min,Alain Desrochers,"Patrick Huard, Colm Feore, Marc Beaupré, Noam Jenkins","English, French",Canada,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}]",N/A,6.7,"3,213"
tt1820488,War Witch,2012,Not Rated,23 Aug 2012,90 min,Kim Nguyen,"Rachel Mwanza, Alain Lino Mic Eli Bastien, Serge Kanyinda, Ralph Prosper","French, Lingala",Canada,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.1,"6,655"
tt7489740,"Neuilly sa mère, sa mère!",2018,N/A,08 Aug 2018,105 min,"Gabriel Julien-Laferrière, Djamel Bensalah(co-director)","Denis Podalydès, Samy Seghir, Jérémy Denisty, Sophia Aram",French,France,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,218
tt1951095,Child of God,2013,R,20 Aug 2014,104 min,James Franco,"Scott Haze, Tim Blake Nelson, Jim Parrack, Steve Hunter",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,5.5,"3,687"
tt2611652,Virgin Mountain,2015,N/A,20 Mar 2015,94 min,Dagur Kári,"Gunnar Jónsson, Ilmur Kristjánsdóttir, Sigurjón Kjartansson, Margrét Helga Jóhannsdóttir",Icelandic,"Iceland, Denmark","[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"6,546"
tt8858420,Women of Mafia 2,2019,N/A,N/A,135 min,Patryk Vega,"Piotr Adamczyk, Amin Bensalem, Olga Boladz, Angie Cepeda",Polish,Poland,[],N/A,N/A,N/A
tt2178476,Up All Night: The Live Tour,2012,N/A,28 May 2012,73 min,Andy Saunders,"One Direction, Harry Styles, Liam Payne, Louis Tomlinson",English,UK,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,857
tt1727358,Panic Button,2011,Not Rated,N/A,96 min,Chris Crow,"Scarlett Alice Johnson, Jack Gordon, Michael Jibson, Elen Rhys",English,UK,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,"6,446"
tt3532608,The Fluffy Movie: Unity Through Laughter,2014,PG-13,01 Sep 2015,101 min,"Manny Rodriguez, Jay Lavender","Gabriel Iglesias, Jacqueline Obradors, Gina Brillon, Alfred Robles",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,7.2,"3,519"
tt7106814,The Red Collar,2018,N/A,21 Mar 2018,83 min,Jean Becker,"François Cluzet, Nicolas Duvauchelle, Sophie Verbeeck, Jean-Quentin Châtelain",French,"France, Belgium","[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,250
tt1781781,Born to Race,2011,PG-13,28 Feb 2012,99 min,Alex Ranarivelo,"Joseph Cross, John Pyper-Ferguson, Brando Eaton, Nicole Badaan",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,"5,918"
tt1509636,La nostra vita,2010,N/A,21 May 2010,98 min,Daniele Luchetti,"Elio Germano, Raoul Bova, Isabella Ragonese, Luca Zingaretti","Italian, Romanian","Italy, France","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"1,805"
tt6426028,Knife+Heart,2018,Unrated,15 Mar 2019,102 min,Yann Gonzalez,"Vanessa Paradis, Nicolas Maury, Kate Moran, Jonathan Genet","French, Spanish","France, Mexico, Switzerland","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.3,"2,228"
tt7594584,Maria,2019,TV-MA,27 Mar 2019,90 min,Pedring Lopez,"Cristine Reyes, Germaine De Leon, KC Montero, Ronnie Lazaro","Tagalog, Filipino",Philippines,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",N/A,4.9,"1,108"
tt8274978,Go Home - A casa loro,2018,N/A,N/A,84 min,Luna Gualano,"Antonio Bannò, Sidy Diop, Shiek Dauda, Cyril Dorand Domche Nzeugang","Italian, English, Arabic, French, Wolof",Italy,[],N/A,N/A,N/A
tt2381046,Jamie Marks Is Dead,2014,Not Rated,19 Jan 2014,101 min,Carter Smith,"Morgan Saylor, Noah Silver, Cameron Monaghan, Brett DelBuono",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,5.5,"2,147"
tt1464535,Cold Prey III,2010,N/A,15 Oct 2010,95 min,Mikkel Brænne Sandemose,"Ida Marie Bakkerud, Julie Rusti, Kim S. Falck-Jørgensen, Pål Stokka",Norwegian,Norway,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,"3,539"
tt2296697,Concussion,2013,R,05 Dec 2013,96 min,Stacie Passon,"Robin Weigert, Julie Fain Lawrence, Maren Shapero, Micah Shapero",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,5.7,"3,874"
tt4169250,M.S. Dhoni: The Untold Story,2016,Not Rated,30 Sep 2016,184 min,Neeraj Pandey,"Sushant Singh Rajput, Kiara Advani, Anupam Kher, Disha Patani",Hindi,India,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",N/A,7.7,"28,723"
tt4836736,Nowhere Boys: The Book of Shadows,2016,N/A,01 Jan 2016,80 min,David Caesar,"Dougie Baldwin, Joel Lok, Rahart Adams, Matt Testro",English,Australia,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",N/A,5.0,487
tt2402095,Harvest Love,2017,TV-G,30 Sep 2017,84 min,Christie Will Wolf,"Jen Lilley, Ryan Paevey, Brenden Sunderland, Chiara Zanni",English,"Canada, USA","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,"1,004"
tt1571402,Angel of Evil,2010,R,21 Jan 2011,125 min,Michele Placido,"Kim Rossi Stuart, Filippo Timi, Valeria Solarino, Moritz Bleibtreu",Italian,"Italy, France, Romania","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.8,"2,765"
tt7569386,Kuppathu Raja,2019,N/A,05 Apr 2019,127 min,Baba Bhaskar,"G.V. Prakash Kumar, Parthiban, Palak Lalwani, Poonam Bajwa",Tamil,India,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,86
tt8806768,I Can Quit Whenever I Want,2019,N/A,12 Apr 2019,98 min,Carlos Therón,"David Verdaguer, Ernesto Sevilla, Carlos Santos, Cristina Castaño",Spanish,Spain,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,363
tt4694404,Vai que Cola: O Filme,2015,N/A,01 Oct 2015,105 min,César Rodrigues,"Bruna Felix, Christian Monassa, Dani Suzuki, David Brazil",Portuguese,Brazil,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",N/A,5.0,513
tt2392385,Lap Dance,2014,R,05 Dec 2014,100 min,Greg Carter,"James Remar, Carmen Electra, Nia Peeples, Stacey Dash",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",N/A,5.0,"2,273"
tt4454930,HoneyBee,2016,N/A,18 Oct 2016,95 min,Nicki Harris,"Jane Wiedlin, Lorin Partalis, Suzanne Jaehne, Connie Shi",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,"1,808"
tt2772092,Antisocial,2013,R,28 Jan 2014,90 min,Cody Calahan,"Michelle Mylett, Cody Ray Thompson, Adam Christie, Ana Alic",English,Canada,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}]",N/A,4.5,"2,838"
tt1819601,Miss Dial,2013,R,16 Feb 2013,88 min,David H. Steinberg,"Robinne Lee, Sam Jaeger, Jon Huertas, Sara Rue",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,790
tt0811124,The Lost Tribe,2009,R,01 May 2010,100 min,Roel Reiné,"Emily Baldoni, Nick Mennell, Marc Bacher, Brianna Brown",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]",N/A,3.8,"1,444"
tt7901640,Just Friends,2018,N/A,25 May 2019,80 min,Annemarie van de Mond,"Majd Mardo, Josha Stradowski, Jenny Arean, Tanja Jess",Dutch,Netherlands,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"1,532"
tt6958760,Engaging Father Christmas,2017,TV-G,12 Nov 2017,90 min,David Winning,"Erin Krakow, Niall Matter, Wendie Malick, Michael Kopsa",English,Canada,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,831
tt6096948,Let the Girls Play,2018,Not Rated,25 Apr 2018,90 min,Julien Hallard,"Max Boublil, Vanessa Guide, Bruno Lochet, Carole Franck","French, Italian, English",France,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,386
tt5198670,Where Is Kyra?,2017,R,06 Apr 2018,98 min,Andrew Dosunmu,"Michelle Pfeiffer, Kiefer Sutherland, Suzanne Shepherd, Anthony Okungbowa",English,"UK, USA","[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,5.5,"1,193"
tt5371572,Lego Marvel Super Heroes: Avengers Reassembled,2015,Not Rated,16 Nov 2015,22 min,Rob Silvestri,"Laura Bailey, Troy Baker, Eric Bauza, Ben Diskin",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,494
tt5138124,Natale col boss,2015,N/A,16 Dec 2015,96 min,Volfango De Biasi,"Pasquale Petrolo, Claudio Gregori, Paolo Ruffini, Francesco Mandelli",Italian,Italy,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,371
tt2586118,The Ardennes,2015,Unrated,06 Jan 2017,96 min,Robin Pront,"Kevin Janssens, Jeroen Perceval, Veerle Baetens, Jan Bijvoet","Flemish, French, Dutch",Belgium,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.8,"4,291"
tt3328510,Scooby-Doo! Haunted Holidays,2012,Not Rated,16 Oct 2012,22 min,Victor Cook,"Frank Welker, Mindy Cohn, Grey Griffin, Matthew Lillard",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,213
tt5329524,All Things Valentine,2016,TV-G,31 Jan 2016,83 min,Gary Harvey,"Sarah Rafferty, Sam Page, Jeremy Guilbaut, Heather Doerksen",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,"1,522"
tt7068818,The Houses October Built 2,2017,Unrated,22 Nov 2017,101 min,Bobby Roe,"Brandy Schaefer, Zack Andrews, Mikey Roe, Bobby Roe",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}]",N/A,6.0,"3,197"
tt1715210,Time of Eve,2010,N/A,06 Mar 2010,106 min,Yasuhiro Yoshiura,"Jun Fukuyama, Kenji Nojima, Rie Tanaka, Rina Satô",Japanese,Japan,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"3,122"
tt3950078,The Taking of Tiger Mountain,2014,Not Rated,23 Dec 2014,141 min,Hark Tsui,"Hanyu Zhang, Tony Ka Fai Leung, Kenny Lin, Nan Yu","Mandarin, English",China,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.5,"2,521"
tt2213054,Kai po che!,2013,Not Rated,22 Feb 2013,120 min,Abhishek Kapoor,"Rajkummar Rao, Amit Sadh, Sushant Singh Rajput, Amrita Puri",Hindi,India,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,7.6,"24,943"
tt1984279,The Swan Princess Christmas,2012,PG,19 Dec 2012,83 min,Richard Rich,"Jennifer Miller, Joseph Medrano, David Lodge, Catherine Lavine",English,"USA, India, South Korea","[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",N/A,4.5,"1,108"
tt1894561,Cowgirls 'n Angels,2012,PG,06 Jul 2012,92 min,Timothy Armstrong,"Bailee Madison, Dusta Kimzey, Richard Levi, Drew Waters",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,"1,397"
tt1772424,Where Do We Go Now?,2011,PG-13,14 Sep 2011,110 min,Nadine Labaki,"Claude Baz Moussawbaa, Layla Hakim, Nadine Labaki, Yvonne Maalouf","Arabic, English, Russian","France, Lebanon, Egypt, Italy","[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.5,"10,666"
tt2253939,Camille Rewinds,2012,TV-14,12 Sep 2012,115 min,Noémie Lvovsky,"Noémie Lvovsky, Samir Guesmi, Judith Chemla, India Hair",French,France,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,6.3,"2,474"
tt2400685,Matchmaker Santa,2012,TV-G,17 Nov 2012,75 min,David S. Cass Sr.,"Lacey Chabert, Florence Henderson, John Ratzenberger, Lin Shaye",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"1,806"
tt5456120,Donald Trump's The Art of the Deal: The Movie,2016,Not Rated,10 Feb 2016,50 min,Jeremy Konner,"Johnny Depp, Ron Howard, Alfred Molina, Robert Morse",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,5.9,"3,493"
tt1407065,The Moth Diaries,2011,R,17 May 2012,82 min,Mary Harron,"Sarah Bolger, Anne Day-Jones, Sarah Gadon, Valerie Tian",English,"Canada, USA, Ireland","[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,4.9,"6,039"
tt5156770,Charming Christmas,2015,TV-G,08 Nov 2015,85 min,Craig Pryce,"Julie Benz, David Sutcliffe, Bruce Gray, Catherine McNally",English,"USA, Canada","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,"1,341"
tt7950334,The Mountain,2018,N/A,26 Jul 2019,106 min,Rick Alverson,"Tye Sheridan, Jeff Goldblum, Hannah Gross, Denis Lavant","English, French, German",USA,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,5.6,598
tt9308456,They Come Knocking,2019,N/A,07 Jun 2019,90 min,Adam Mason,"Clayne Crawford, Josephine Langford, Lia McHugh, Robyn Lively",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,695
tt11017956,Auxiliary Man,2019,N/A,01 Oct 2019,N/A,Max Roux,"Patrick Scott Lewis, Mackinlee Waddell, Adrian Eli, Wilson Carpenter",English,USA,[],N/A,N/A,N/A
tt1979269,Magic Beyond Words: The J.K. Rowling Story,2011,TV-14,18 Jul 2011,90 min,Paul A. Kaufman,"Poppy Montgomery, Emily Holmes, Antonio Cupo, Janet Kidder",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",N/A,6.7,"2,124"
tt10965252,"Martin Matte: La vie, la mort... eh la la..!",2019,N/A,14 Oct 2019,61 min,Jean-François Blais,Martin Matte,French,Canada,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,22
tt1293842,The Winning Season,2009,PG-13,19 Jan 2009,104 min,Jim Strouse,"Sam Rockwell, Emma Roberts, Rob Corddry, Emily Rios",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.6,"5,664"
tt2967578,"Secretly, Greatly",2013,PG-13,19 Jul 2013,124 min,Cheol-soo Jang,"Soo-hyun Kim, Gi-woong Park, Hyun-Woo Lee, Hyeon-ju Son",Korean,South Korea,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,"3,118"
tt1346983,Loving Leah,2009,TV-PG,25 Jan 2009,95 min,Jeff Bleckner,"Lauren Ambrose, Adam Kaufman, Susie Essman, Harris Yulin",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,"2,620"
tt7459182,Wave of Crimes,2018,N/A,05 Oct 2018,98 min,Gracia Querejeta,"Maribel Verdú, Juana Acosta, Paula Echevarría, Antonio Resines",Spanish,Spain,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,590
tt2457282,Puella Magi Madoka Magica the Movie Part III: Rebellion,2013,Not Rated,26 Oct 2013,116 min,"Yukihiro Miyamoto, Akiyuki Shinbo","Aoi Yûki, Chiwa Saitô, Eri Kitamura, Kaori Mizuhashi",Japanese,Japan,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"2,435"
tt6874542,The Perfect Bride,2017,TV-G,10 Jun 2017,84 min,Martin Wood,"Pascale Hutton, Kavan Smith, Leanne Lapp, Anna Van Hooft",English,USA,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,941
tt1366409,Miral,2010,R,03 Sep 2010,112 min,Julian Schnabel,"Hiam Abbass, Asma Al Shiukhy, Neemeh Khalil, Jameel Khoury","English, Arabic, Hebrew","France, Israel, Italy, India, USA","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.2,"3,084"
tt1728179,Paranormal Activity 2: Tokyo Night,2010,N/A,20 Nov 2010,90 min,Toshikazu Nagae,"Aoi Nakamura, Noriko Aoyama, Kousuke Kujirai, Ayako Yoshitani",Japanese,Japan,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,"4,181"
tt2771800,Rigor Mortis,2013,Not Rated,06 Jun 2014,103 min,Juno Mak,"Anthony Chan, Siu-Ho Chin, Fat Chung, Chun-Man Ko",Cantonese,Hong Kong,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.3,"5,152"
tt4145178,Listen to Me Marlon,2015,Unrated,29 Jul 2015,103 min,Stevan Riley,Marlon Brando,English,UK,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,8.2,"6,455"
tt6134274,Solis,2018,N/A,30 Jan 2019,92 min,Carl Strathie,"Steven Ogg, Alice Lowe, Sid Phoenix, Henry Douthwaite",English,UK,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",N/A,5.4,"2,739"
tt2912974,Never on the First Night,2014,N/A,01 Jan 2014,91 min,Mélissa Drigeard,"Alexandra Lamy, Mélanie Doutey, Julie Ferrier, Jean-Paul Rouve",French,France,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",N/A,4.7,553
