"emp_no","title","from_date","to_date"
435662,"Senior Staff","1989-04-22","9999-01-01"
435663,"Technique Leader","1999-08-02","9999-01-01"
435664,"Senior Engineer","1997-07-28","2000-06-16"
435665,"Engineer","1986-03-19","1995-03-19"
435665,"Senior Engineer","1995-03-19","9999-01-01"
435666,"Technique Leader","1987-12-28","9999-01-01"
435667,"Staff","1985-02-09","1987-04-09"
435668,"Technique Leader","1990-11-08","9999-01-01"
435669,"Senior Staff","1993-08-13","2002-02-28"
435669,"Staff","1987-08-14","1993-08-13"
435670,"Senior Staff","1995-04-08","9999-01-01"
435671,"Assistant Engineer","1995-07-19","9999-01-01"
435672,"Senior Engineer","1990-12-04","9999-01-01"
435673,"Senior Staff","1999-11-06","9999-01-01"
435673,"Staff","1992-11-05","1999-11-06"
435674,"Staff","1995-01-10","9999-01-01"
435675,"Senior Staff","1985-03-01","9999-01-01"
435676,"Technique Leader","1995-06-08","1996-12-04"
435677,"Senior Staff","1995-10-14","9999-01-01"
435677,"Staff","1989-10-14","1995-10-14"
435678,"Engineer","1992-05-04","1999-05-05"
435678,"Senior Engineer","1999-05-05","9999-01-01"
435679,"Engineer","1989-09-04","1996-09-04"
435679,"Senior Engineer","1996-09-04","9999-01-01"
435680,"Senior Staff","1987-05-01","9999-01-01"
435681,"Senior Staff","1996-01-22","9999-01-01"
435681,"Staff","1987-01-22","1996-01-22"
435682,"Engineer","1988-10-11","1996-10-11"
435682,"Senior Engineer","1996-10-11","1997-07-04"
435683,"Engineer","1989-10-11","1994-10-11"
435683,"Senior Engineer","1994-10-11","9999-01-01"
435684,"Senior Engineer","1990-02-01","9999-01-01"
435685,"Technique Leader","1999-10-18","9999-01-01"
435686,"Engineer","1994-01-06","1999-11-24"
435687,"Senior Staff","2001-01-25","9999-01-01"
435687,"Staff","1996-01-26","2001-01-25"
435688,"Senior Staff","2000-01-20","9999-01-01"
435688,"Staff","1993-01-19","2000-01-20"
435689,"Senior Staff","1992-01-21","9999-01-01"
435689,"Staff","1986-01-21","1992-01-21"
435690,"Engineer","1987-10-15","1992-10-14"
435690,"Senior Engineer","1992-10-14","9999-01-01"
435691,"Engineer","1992-05-11","2000-05-11"
435691,"Senior Engineer","2000-05-11","9999-01-01"
435692,"Technique Leader","1989-11-01","9999-01-01"
435693,"Engineer","1986-02-07","1991-02-07"
435693,"Senior Engineer","1991-02-07","1998-10-30"
435694,"Engineer","1987-03-17","1993-03-16"
435694,"Senior Engineer","1993-03-16","2002-01-12"
435695,"Senior Staff","1999-01-14","9999-01-01"
435695,"Staff","1990-01-14","1999-01-14"
435696,"Engineer","1992-01-05","1998-01-04"
435696,"Senior Engineer","1998-01-04","9999-01-01"
435697,"Engineer","1985-03-23","1992-03-23"
435697,"Senior Engineer","1992-03-23","9999-01-01"
435698,"Senior Staff","1996-10-20","9999-01-01"
435698,"Staff","1990-10-21","1996-10-20"
435699,"Senior Staff","1999-05-14","9999-01-01"
435699,"Staff","1991-05-14","1999-05-14"
435700,"Senior Staff","1999-04-11","9999-01-01"
435700,"Staff","1992-04-10","1999-04-11"
435701,"Engineer","1985-10-07","1990-10-07"
435701,"Senior Engineer","1990-10-07","9999-01-01"
435702,"Senior Engineer","1986-12-04","9999-01-01"
435703,"Engineer","1992-12-30","1996-05-27"
435704,"Assistant Engineer","1990-10-16","1999-10-16"
435704,"Engineer","1999-10-16","9999-01-01"
435705,"Engineer","1985-05-08","1990-05-08"
435705,"Senior Engineer","1990-05-08","9999-01-01"
435706,"Senior Staff","1997-10-02","9999-01-01"
435706,"Staff","1990-10-02","1997-10-02"
435707,"Engineer","1993-12-11","1998-12-11"
435707,"Senior Engineer","1998-12-11","9999-01-01"
435708,"Assistant Engineer","1990-10-03","1998-10-03"
435708,"Engineer","1998-10-03","9999-01-01"
435709,"Engineer","1985-12-31","1992-12-31"
435709,"Senior Engineer","1992-12-31","9999-01-01"
435710,"Engineer","1990-11-03","1999-11-03"
435710,"Senior Engineer","1999-11-03","9999-01-01"
435711,"Senior Engineer","1993-08-20","9999-01-01"
435712,"Engineer","1989-01-07","1996-01-08"
435712,"Senior Engineer","1996-01-08","1997-09-07"
435713,"Technique Leader","1988-02-06","9999-01-01"
435714,"Senior Engineer","1997-12-06","9999-01-01"
435715,"Staff","1996-04-15","1999-03-19"
435716,"Engineer","1985-03-28","1990-09-16"
435717,"Technique Leader","1993-08-13","1995-12-29"
435718,"Engineer","1985-11-07","1992-11-07"
435718,"Senior Engineer","1992-11-07","9999-01-01"
435719,"Senior Staff","1987-02-22","9999-01-01"
435720,"Engineer","1998-03-03","9999-01-01"
435721,"Assistant Engineer","1995-01-05","1995-01-13"
435722,"Senior Staff","1991-05-17","9999-01-01"
435722,"Staff","1986-05-17","1991-05-17"
435723,"Staff","1999-06-12","9999-01-01"
435724,"Engineer","1995-09-07","9999-01-01"
435725,"Engineer","1999-08-20","9999-01-01"
435726,"Staff","1997-05-21","9999-01-01"
435727,"Engineer","1998-03-29","9999-01-01"
435728,"Engineer","1995-06-13","2001-06-12"
435728,"Senior Engineer","2001-06-12","9999-01-01"
435729,"Engineer","1989-03-03","1995-03-03"
435729,"Senior Engineer","1995-03-03","9999-01-01"
435730,"Staff","1996-01-06","2001-11-01"
435731,"Assistant Engineer","1988-02-25","1997-02-24"
435731,"Engineer","1997-02-24","9999-01-01"
435732,"Senior Staff","2001-08-04","9999-01-01"
435732,"Staff","1996-08-04","2001-08-04"
435733,"Senior Staff","1999-12-05","9999-01-01"
435734,"Staff","1996-02-02","9999-01-01"
435735,"Engineer","1987-05-13","1992-05-12"
435735,"Senior Engineer","1992-05-12","9999-01-01"
435736,"Engineer","1988-04-27","1994-04-27"
435736,"Senior Engineer","1994-04-27","9999-01-01"
435737,"Assistant Engineer","1987-04-17","1994-04-17"
435737,"Engineer","1994-04-17","2001-04-17"
435737,"Senior Engineer","2001-04-17","9999-01-01"
435738,"Staff","1997-02-26","2001-03-28"
435739,"Engineer","1998-11-21","9999-01-01"
435740,"Technique Leader","1995-01-25","9999-01-01"
435741,"Engineer","1996-09-10","9999-01-01"
435742,"Engineer","1990-01-22","1997-01-22"
435742,"Senior Engineer","1997-01-22","9999-01-01"
435743,"Technique Leader","1993-02-14","1998-04-02"
435744,"Senior Engineer","1993-11-15","9999-01-01"
435745,"Engineer","1998-11-26","9999-01-01"
435746,"Assistant Engineer","1997-04-30","9999-01-01"
435747,"Engineer","1987-04-05","1994-04-05"
435747,"Senior Engineer","1994-04-05","9999-01-01"
435748,"Technique Leader","1998-06-20","2001-12-03"
435749,"Engineer","1999-02-25","9999-01-01"
435750,"Engineer","1989-10-31","1998-10-31"
435750,"Senior Engineer","1998-10-31","9999-01-01"
435751,"Engineer","1998-01-01","9999-01-01"
435752,"Technique Leader","1996-01-07","9999-01-01"
435753,"Engineer","1987-11-27","1996-11-26"
435753,"Senior Engineer","1996-11-26","9999-01-01"
435754,"Staff","1989-07-12","1990-05-05"
435755,"Engineer","1988-05-14","1995-05-15"
435755,"Senior Engineer","1995-05-15","9999-01-01"
435756,"Staff","1996-08-06","9999-01-01"
435757,"Engineer","1985-09-18","1994-09-18"
435757,"Senior Engineer","1994-09-18","9999-01-01"
435758,"Engineer","1986-10-19","1993-10-19"
435758,"Senior Engineer","1993-10-19","9999-01-01"
435759,"Senior Staff","1997-11-11","9999-01-01"
435760,"Engineer","1992-04-06","1998-04-06"
435760,"Senior Engineer","1998-04-06","2000-06-28"
435761,"Staff","1995-07-20","1996-02-13"
435762,"Senior Staff","1997-06-24","9999-01-01"
435762,"Staff","1989-06-24","1997-06-24"
435763,"Senior Staff","1996-10-26","9999-01-01"
435763,"Staff","1987-10-27","1996-10-26"
435764,"Senior Staff","1996-12-12","9999-01-01"
435765,"Senior Staff","1995-07-14","9999-01-01"
435765,"Staff","1988-07-13","1995-07-14"
435766,"Engineer","1999-09-01","9999-01-01"
435767,"Staff","1994-09-09","9999-01-01"
435768,"Assistant Engineer","1990-07-29","1998-07-29"
435768,"Engineer","1998-07-29","9999-01-01"
435769,"Assistant Engineer","1987-10-06","1991-05-27"
435770,"Staff","1993-05-13","1993-10-09"
435771,"Technique Leader","1989-07-10","9999-01-01"
435772,"Senior Engineer","1990-06-16","1992-09-20"
435773,"Senior Engineer","1985-03-17","9999-01-01"
435774,"Senior Staff","2001-04-01","9999-01-01"
435774,"Staff","1992-04-01","2001-04-01"
435775,"Engineer","1995-09-26","2001-09-25"
435775,"Senior Engineer","2001-09-25","9999-01-01"
435776,"Engineer","1985-07-04","1992-07-04"
435776,"Senior Engineer","1992-07-04","9999-01-01"
435777,"Staff","1998-04-29","9999-01-01"
435778,"Technique Leader","1991-03-12","9999-01-01"
435779,"Engineer","1990-05-16","1999-05-16"
435779,"Senior Engineer","1999-05-16","9999-01-01"
435780,"Engineer","1998-10-14","9999-01-01"
435781,"Staff","1991-01-14","1993-05-02"
435782,"Staff","1994-08-22","9999-01-01"
435783,"Engineer","1985-12-04","1992-12-04"
435783,"Senior Engineer","1992-12-04","9999-01-01"
435784,"Senior Staff","1997-08-22","9999-01-01"
435784,"Staff","1991-08-23","1997-08-22"
435785,"Senior Staff","1994-04-08","9999-01-01"
435785,"Staff","1988-04-08","1994-04-08"
435786,"Senior Staff","2001-09-17","9999-01-01"
435786,"Staff","1994-09-17","2001-09-17"
435787,"Engineer","1995-07-16","2001-07-15"
435787,"Senior Engineer","2001-07-15","9999-01-01"
435788,"Engineer","1998-02-04","2000-07-16"
435789,"Staff","1999-01-22","9999-01-01"
435790,"Assistant Engineer","1998-07-19","9999-01-01"
435791,"Engineer","1994-03-07","1999-03-07"
435791,"Senior Engineer","1999-03-07","9999-01-01"
435792,"Senior Staff","1998-01-25","9999-01-01"
435792,"Staff","1991-01-25","1998-01-25"
435793,"Senior Engineer","1985-07-19","9999-01-01"
435794,"Senior Engineer","1997-07-30","9999-01-01"
435795,"Senior Staff","1993-12-05","9999-01-01"
435795,"Staff","1986-12-05","1993-12-05"
435796,"Staff","1997-11-02","9999-01-01"
435797,"Staff","1988-11-01","1992-04-12"
435798,"Staff","1996-05-21","2001-05-12"
435799,"Senior Staff","1988-01-24","9999-01-01"
435800,"Senior Staff","1985-05-05","9999-01-01"
435801,"Engineer","1992-11-04","1998-11-04"
435801,"Senior Engineer","1998-11-04","9999-01-01"
435802,"Engineer","1999-03-09","2000-09-30"
435803,"Engineer","1986-01-20","1992-01-20"
435803,"Senior Engineer","1992-01-20","9999-01-01"
435804,"Senior Engineer","1986-12-26","9999-01-01"
435805,"Senior Staff","1993-09-06","9999-01-01"
435805,"Staff","1988-09-06","1993-09-06"
435806,"Technique Leader","1997-05-23","9999-01-01"
435807,"Engineer","1994-11-16","1999-11-16"
435807,"Senior Engineer","1999-11-16","9999-01-01"
435808,"Senior Staff","1991-04-04","1995-09-16"
435808,"Staff","1986-04-04","1991-04-04"
435809,"Technique Leader","1995-02-06","9999-01-01"
435810,"Engineer","1987-04-26","1992-04-25"
435810,"Senior Engineer","1992-04-25","9999-01-01"
435811,"Engineer","1996-04-29","1999-12-23"
435812,"Engineer","1988-10-10","1993-10-10"
435812,"Senior Engineer","1993-10-10","9999-01-01"
435813,"Engineer","1999-10-16","9999-01-01"
435814,"Senior Staff","1992-10-22","9999-01-01"
435815,"Staff","1996-02-11","9999-01-01"
435816,"Senior Staff","1998-04-18","9999-01-01"
435816,"Staff","1993-04-18","1998-04-18"
435817,"Engineer","1997-01-17","9999-01-01"
435818,"Engineer","1988-07-29","1997-07-29"
435818,"Senior Engineer","1997-07-29","2001-11-29"
435819,"Senior Staff","1995-08-02","9999-01-01"
435819,"Staff","1988-08-01","1995-08-02"
435820,"Senior Staff","1993-11-14","9999-01-01"
435820,"Staff","1988-11-14","1993-11-14"
435821,"Senior Staff","1999-06-23","9999-01-01"
435822,"Engineer","1995-12-20","9999-01-01"
435823,"Senior Staff","1993-11-26","9999-01-01"
435823,"Staff","1985-11-26","1993-11-26"
435824,"Staff","1994-08-17","9999-01-01"
435825,"Engineer","1994-11-17","2000-11-16"
435825,"Senior Engineer","2000-11-16","9999-01-01"
435826,"Engineer","1999-04-04","2000-05-05"
435827,"Engineer","1992-04-21","1998-04-21"
435827,"Senior Engineer","1998-04-21","9999-01-01"
435828,"Engineer","1985-07-06","1993-07-06"
435828,"Senior Engineer","1993-07-06","9999-01-01"
435829,"Senior Staff","1995-06-23","9999-01-01"
435829,"Staff","1989-06-23","1995-06-23"
435830,"Senior Engineer","1986-10-23","9999-01-01"
435831,"Engineer","1987-11-12","1993-11-11"
435831,"Senior Engineer","1993-11-11","9999-01-01"
435832,"Engineer","1987-01-06","1993-01-05"
435832,"Senior Engineer","1993-01-05","9999-01-01"
435833,"Staff","1999-11-16","2002-04-17"
435834,"Senior Staff","1988-02-02","9999-01-01"
435835,"Staff","1998-11-13","9999-01-01"
435836,"Senior Staff","1994-01-12","9999-01-01"
435837,"Engineer","1999-01-15","9999-01-01"
435838,"Engineer","1999-02-16","9999-01-01"
435839,"Technique Leader","1993-06-22","9999-01-01"
435840,"Engineer","1998-12-27","1999-07-15"
435841,"Senior Staff","1995-07-25","1997-05-31"
435842,"Senior Staff","1992-12-26","9999-01-01"
435842,"Staff","1985-12-26","1992-12-26"
435843,"Senior Staff","1991-10-13","9999-01-01"
435843,"Staff","1986-10-13","1991-10-13"
435844,"Senior Staff","1991-11-21","9999-01-01"
435845,"Senior Staff","1986-03-27","9999-01-01"
435846,"Staff","1992-08-09","1993-05-03"
435847,"Assistant Engineer","1998-11-17","9999-01-01"
435848,"Engineer","1985-03-01","1991-03-01"
435848,"Senior Engineer","1991-03-01","9999-01-01"
435849,"Engineer","1998-09-20","2001-12-07"
435850,"Technique Leader","1996-10-27","1999-05-07"
435851,"Engineer","1992-09-18","1998-09-18"
435851,"Senior Engineer","1998-09-18","9999-01-01"
435852,"Engineer","1989-01-05","1997-01-05"
435852,"Senior Engineer","1997-01-05","9999-01-01"
435853,"Senior Staff","1995-09-09","9999-01-01"
435853,"Staff","1989-09-09","1995-09-09"
435854,"Engineer","1995-06-07","2001-06-06"
435854,"Senior Engineer","2001-06-06","9999-01-01"
435855,"Engineer","1990-10-14","1995-04-29"
435856,"Senior Staff","1997-07-17","9999-01-01"
435856,"Staff","1988-07-17","1997-07-17"
435857,"Engineer","1993-05-10","2000-05-10"
435857,"Senior Engineer","2000-05-10","9999-01-01"
435858,"Engineer","1991-10-19","1996-10-18"
435858,"Senior Engineer","1996-10-18","2001-02-03"
435859,"Senior Staff","1999-11-08","9999-01-01"
435859,"Staff","1990-11-08","1999-11-08"
435860,"Senior Staff","1997-02-13","9999-01-01"
435860,"Staff","1992-02-14","1997-02-13"
435861,"Senior Staff","1994-10-02","1997-02-02"
435861,"Staff","1986-10-02","1994-10-02"
435862,"Engineer","1987-01-27","1995-01-27"
435862,"Senior Engineer","1995-01-27","1997-06-08"
435863,"Senior Engineer","1990-10-22","9999-01-01"
435864,"Assistant Engineer","1996-03-13","2000-08-21"
435865,"Assistant Engineer","1990-06-16","1996-06-15"
435865,"Engineer","1996-06-15","2002-06-15"
435865,"Senior Engineer","2002-06-15","9999-01-01"
435866,"Staff","1998-11-26","9999-01-01"
435867,"Engineer","1991-10-14","1998-10-14"
435867,"Senior Engineer","1998-10-14","9999-01-01"
435868,"Staff","1995-05-19","9999-01-01"
435869,"Engineer","1997-09-19","9999-01-01"
435870,"Staff","1999-06-15","1999-08-21"
435871,"Senior Staff","1991-06-10","9999-01-01"
435871,"Staff","1986-06-10","1991-06-10"
435872,"Engineer","1997-08-24","9999-01-01"
435873,"Staff","1990-02-01","1997-05-06"
435874,"Engineer","1987-08-15","1993-08-14"
435874,"Senior Engineer","1993-08-14","9999-01-01"
435875,"Engineer","1996-01-08","2002-01-07"
435875,"Senior Engineer","2002-01-07","9999-01-01"
435876,"Staff","1998-06-17","9999-01-01"
435877,"Senior Staff","1994-08-29","9999-01-01"
435877,"Staff","1989-08-29","1994-08-29"
435878,"Engineer","1988-08-31","1993-08-31"
435878,"Senior Engineer","1993-08-31","9999-01-01"
435879,"Senior Staff","1993-07-16","9999-01-01"
435879,"Staff","1985-07-16","1993-07-16"
435880,"Engineer","1993-11-11","1998-11-11"
435880,"Senior Engineer","1998-11-11","9999-01-01"
435881,"Senior Engineer","1986-03-15","1986-05-22"
435882,"Senior Engineer","1987-10-19","2000-09-30"
435883,"Staff","1995-11-07","9999-01-01"
435884,"Staff","1996-12-12","9999-01-01"
435885,"Engineer","1991-12-21","1999-12-21"
435885,"Senior Engineer","1999-12-21","9999-01-01"
435886,"Engineer","1992-12-03","2001-12-03"
435886,"Senior Engineer","2001-12-03","9999-01-01"
435887,"Engineer","1999-12-14","9999-01-01"
435888,"Assistant Engineer","1993-09-06","2001-09-06"
435888,"Engineer","2001-09-06","9999-01-01"
435889,"Senior Staff","1993-03-21","1995-07-23"
435890,"Engineer","1985-05-14","1993-05-14"
435890,"Senior Engineer","1993-05-14","9999-01-01"
435891,"Senior Staff","1998-02-07","9999-01-01"
435892,"Senior Engineer","1998-08-15","9999-01-01"
435893,"Engineer","1999-09-04","9999-01-01"
435894,"Senior Staff","1992-05-24","9999-01-01"
435894,"Staff","1986-05-25","1992-05-24"
435895,"Engineer","1992-09-17","1997-09-17"
435895,"Senior Engineer","1997-09-17","2001-09-03"
435896,"Engineer","1993-01-28","1998-01-28"
435896,"Senior Engineer","1998-01-28","9999-01-01"
435897,"Senior Staff","1987-03-20","9999-01-01"
435898,"Engineer","1996-04-29","2002-04-29"
435898,"Senior Engineer","2002-04-29","9999-01-01"
435899,"Engineer","1999-01-13","9999-01-01"
435900,"Senior Staff","1997-01-12","9999-01-01"
435900,"Staff","1988-01-13","1997-01-12"
435901,"Engineer","1994-02-26","1999-02-26"
435901,"Senior Engineer","1999-02-26","9999-01-01"
435902,"Engineer","1997-03-01","9999-01-01"
435903,"Engineer","1991-11-19","1999-11-19"
435903,"Senior Engineer","1999-11-19","9999-01-01"
435904,"Engineer","1996-07-23","1996-12-23"
435905,"Senior Engineer","1988-04-15","9999-01-01"
435906,"Technique Leader","1989-03-16","9999-01-01"
435907,"Engineer","1996-05-27","2001-05-27"
435907,"Senior Engineer","2001-05-27","9999-01-01"
435908,"Engineer","1990-06-20","1998-06-20"
435908,"Senior Engineer","1998-06-20","9999-01-01"
435909,"Engineer","1994-10-03","9999-01-01"
435910,"Senior Engineer","1996-05-14","9999-01-01"
435911,"Senior Staff","1998-01-18","9999-01-01"
435911,"Staff","1993-01-18","1998-01-18"
435912,"Engineer","1993-09-04","1997-02-11"
435913,"Engineer","1989-06-19","1996-06-19"
435913,"Senior Engineer","1996-06-19","9999-01-01"
435914,"Senior Staff","1997-11-05","9999-01-01"
435914,"Staff","1989-11-05","1997-11-05"
435915,"Engineer","1992-06-26","1998-06-26"
435915,"Senior Engineer","1998-06-26","9999-01-01"
435916,"Engineer","1985-03-02","1991-03-02"
435916,"Senior Engineer","1991-03-02","9999-01-01"
435917,"Staff","1998-06-25","1998-12-08"
435918,"Staff","1999-05-08","9999-01-01"
435919,"Senior Staff","2000-12-30","9999-01-01"
435919,"Staff","1995-12-31","2000-12-30"
435920,"Senior Staff","1992-05-06","9999-01-01"
435920,"Staff","1987-05-07","1992-05-06"
435921,"Senior Engineer","1996-03-14","9999-01-01"
435922,"Senior Staff","1995-04-18","9999-01-01"
435922,"Staff","1986-04-18","1995-04-18"
435923,"Senior Staff","1995-07-18","9999-01-01"
435923,"Staff","1990-07-18","1995-07-18"
435924,"Senior Staff","1998-05-29","1999-03-03"
435924,"Staff","1991-05-29","1998-05-29"
435925,"Assistant Engineer","1998-10-10","9999-01-01"
435926,"Engineer","1998-05-10","9999-01-01"
435927,"Senior Engineer","2000-01-14","9999-01-01"
435928,"Senior Staff","1994-07-13","9999-01-01"
435929,"Senior Engineer","1994-04-28","9999-01-01"
435930,"Senior Staff","1990-02-15","9999-01-01"
435931,"Senior Staff","2000-01-12","2001-11-22"
435931,"Staff","1991-01-12","2000-01-12"
435932,"Staff","1994-10-28","9999-01-01"
435933,"Senior Staff","1993-01-06","9999-01-01"
435934,"Staff","1995-01-19","1996-10-29"
435935,"Engineer","1996-02-02","9999-01-01"
435936,"Senior Staff","1996-06-27","9999-01-01"
435936,"Staff","1988-06-27","1996-06-27"
435937,"Senior Engineer","1997-12-23","9999-01-01"
435938,"Senior Staff","1999-06-06","9999-01-01"
435939,"Staff","1997-07-20","9999-01-01"
435940,"Staff","2000-01-25","9999-01-01"
435941,"Engineer","1997-04-05","9999-01-01"
435942,"Staff","1999-12-20","9999-01-01"
435943,"Senior Staff","1997-06-10","2001-04-22"
435944,"Senior Staff","2002-07-17","9999-01-01"
435944,"Staff","1995-07-17","2002-07-17"
435945,"Senior Engineer","1987-12-10","9999-01-01"
435946,"Engineer","1987-05-26","1996-05-25"
435946,"Senior Engineer","1996-05-25","9999-01-01"
435947,"Staff","1986-04-25","1989-06-19"
435948,"Assistant Engineer","1989-08-30","1997-08-30"
435948,"Engineer","1997-08-30","9999-01-01"
435949,"Engineer","1985-05-20","1993-05-20"
435949,"Senior Engineer","1993-05-20","9999-01-01"
435950,"Senior Staff","1994-08-13","9999-01-01"
435950,"Staff","1989-08-13","1994-08-13"
435951,"Engineer","1989-10-27","1995-10-27"
435951,"Senior Engineer","1995-10-27","9999-01-01"
435952,"Senior Engineer","1993-03-12","9999-01-01"
435953,"Senior Staff","1998-05-12","9999-01-01"
435953,"Staff","1989-05-12","1998-05-12"
435954,"Technique Leader","1999-02-14","9999-01-01"
435955,"Senior Staff","1999-08-27","9999-01-01"
435955,"Staff","1991-08-27","1999-08-27"
435956,"Assistant Engineer","1992-09-13","1998-06-29"
435957,"Engineer","1988-08-13","1995-08-14"
435957,"Senior Engineer","1995-08-14","9999-01-01"
435958,"Senior Staff","2001-11-09","9999-01-01"
435958,"Staff","1995-11-10","2001-11-09"
435959,"Assistant Engineer","1985-03-01","1991-03-01"
435959,"Engineer","1991-03-01","1997-02-28"
435959,"Senior Engineer","1997-02-28","9999-01-01"
435960,"Engineer","1994-12-29","2000-12-28"
435960,"Senior Engineer","2000-12-28","9999-01-01"
435961,"Senior Engineer","1986-10-03","9999-01-01"
435962,"Engineer","1993-02-09","2000-02-10"
435962,"Senior Engineer","2000-02-10","9999-01-01"
435963,"Staff","1998-11-06","9999-01-01"
435964,"Staff","1990-09-21","1992-08-10"
435965,"Senior Staff","1995-03-05","9999-01-01"
435966,"Engineer","1995-11-02","2000-02-10"
435967,"Engineer","1992-03-22","1997-03-22"
435967,"Senior Engineer","1997-03-22","9999-01-01"
435968,"Senior Staff","1996-06-01","9999-01-01"
435968,"Staff","1991-06-02","1996-06-01"
435969,"Engineer","1992-11-09","2001-11-09"
435969,"Senior Engineer","2001-11-09","9999-01-01"
435970,"Senior Engineer","1997-08-16","9999-01-01"
435971,"Senior Staff","1999-04-08","9999-01-01"
435972,"Assistant Engineer","1991-11-07","1992-06-10"
435973,"Staff","1998-05-26","9999-01-01"
435974,"Senior Staff","2000-06-24","9999-01-01"
435974,"Staff","1994-06-25","2000-06-24"
435975,"Assistant Engineer","1990-12-12","1999-12-12"
435975,"Engineer","1999-12-12","9999-01-01"
435976,"Engineer","1989-10-17","1994-10-17"
435976,"Senior Engineer","1994-10-17","9999-01-01"
435977,"Senior Staff","1998-08-27","9999-01-01"
435977,"Staff","1991-08-27","1998-08-27"
435978,"Engineer","1985-10-31","1987-07-23"
435979,"Engineer","1996-08-07","9999-01-01"
435980,"Senior Staff","1999-02-25","9999-01-01"
435980,"Staff","1993-02-25","1999-02-25"
435981,"Senior Staff","1996-09-10","9999-01-01"
435981,"Staff","1990-09-11","1996-09-10"
435982,"Engineer","1990-06-09","1997-06-09"
435982,"Senior Engineer","1997-06-09","9999-01-01"
435983,"Senior Staff","1994-03-22","9999-01-01"
435983,"Staff","1986-03-22","1994-03-22"
435984,"Staff","1994-12-10","9999-01-01"
435985,"Engineer","1989-08-29","1994-08-29"
435985,"Senior Engineer","1994-08-29","9999-01-01"
435986,"Senior Staff","1992-05-17","9999-01-01"
435986,"Staff","1987-05-18","1992-05-17"
435987,"Staff","1996-09-24","1999-09-27"
435988,"Engineer","1989-09-23","1998-09-23"
435988,"Senior Engineer","1998-09-23","9999-01-01"
435989,"Engineer","1989-02-12","1991-08-16"
435990,"Engineer","1999-12-04","9999-01-01"
435991,"Engineer","1995-05-29","2001-05-28"
435991,"Senior Engineer","2001-05-28","9999-01-01"
435992,"Senior Engineer","1986-01-27","9999-01-01"
435993,"Senior Staff","1999-04-20","9999-01-01"
435993,"Staff","1993-04-20","1999-04-20"
435994,"Staff","1997-11-13","9999-01-01"
435995,"Engineer","1987-06-23","1996-06-22"
435995,"Senior Engineer","1996-06-22","9999-01-01"
435996,"Engineer","1997-12-05","2001-03-06"
435997,"Senior Staff","1992-06-11","9999-01-01"
435997,"Staff","1987-06-12","1992-06-11"
435998,"Technique Leader","1986-11-12","9999-01-01"
435999,"Senior Staff","1998-10-19","9999-01-01"
435999,"Staff","1992-10-19","1998-10-19"
436000,"Engineer","1994-02-17","2000-02-17"
436000,"Senior Engineer","2000-02-17","9999-01-01"
436001,"Senior Engineer","1988-12-22","9999-01-01"
436002,"Assistant Engineer","1986-05-26","1993-05-26"
436002,"Engineer","1993-05-26","2000-05-26"
436002,"Senior Engineer","2000-05-26","9999-01-01"
436003,"Engineer","1993-03-26","1997-08-18"
436004,"Engineer","1988-11-17","1995-11-18"
436004,"Senior Engineer","1995-11-18","9999-01-01"
436005,"Senior Engineer","1988-01-18","9999-01-01"
436006,"Senior Engineer","1986-04-19","9999-01-01"
436007,"Senior Staff","1987-12-01","9999-01-01"
436008,"Staff","1997-08-26","9999-01-01"
436009,"Engineer","1991-02-07","1997-02-06"
436009,"Senior Engineer","1997-02-06","2001-11-30"
436010,"Engineer","1990-01-22","1995-01-22"
436010,"Senior Engineer","1995-01-22","9999-01-01"
436011,"Assistant Engineer","1993-04-23","2001-04-23"
436011,"Engineer","2001-04-23","9999-01-01"
436012,"Senior Staff","2000-01-16","9999-01-01"
436012,"Staff","1992-01-16","2000-01-16"
436013,"Senior Staff","1993-11-24","9999-01-01"
436013,"Staff","1985-11-24","1993-11-24"
436014,"Assistant Engineer","1991-11-25","1998-11-25"
436014,"Engineer","1998-11-25","9999-01-01"
436015,"Technique Leader","1998-03-25","9999-01-01"
436016,"Senior Engineer","1988-10-05","9999-01-01"
436017,"Engineer","1987-04-12","1989-04-10"
436018,"Engineer","1988-02-09","1994-02-08"
436018,"Senior Engineer","1994-02-08","9999-01-01"
436019,"Senior Engineer","1991-06-15","9999-01-01"
436020,"Engineer","1987-07-29","1994-07-29"
436020,"Senior Engineer","1994-07-29","9999-01-01"
436021,"Engineer","1990-08-01","1999-08-01"
436021,"Senior Engineer","1999-08-01","9999-01-01"
436022,"Engineer","1992-03-03","2001-03-03"
436022,"Senior Engineer","2001-03-03","9999-01-01"
436023,"Senior Staff","1995-10-23","9999-01-01"
436024,"Engineer","1994-11-27","2002-07-04"
436025,"Engineer","1988-05-01","1993-05-01"
436025,"Senior Engineer","1993-05-01","2000-02-09"
436026,"Engineer","1987-03-27","1996-03-26"
436026,"Senior Engineer","1996-03-26","1997-06-05"
436027,"Engineer","1987-10-25","1992-10-24"
436027,"Senior Engineer","1992-10-24","9999-01-01"
436028,"Senior Staff","1998-09-19","9999-01-01"
436028,"Staff","1989-09-19","1998-09-19"
436029,"Senior Engineer","1996-01-23","9999-01-01"
436030,"Engineer","1988-07-22","1994-07-22"
436030,"Senior Engineer","1994-07-22","9999-01-01"
436031,"Engineer","1985-11-25","1990-11-25"
436031,"Senior Engineer","1990-11-25","9999-01-01"
436032,"Senior Engineer","1995-07-01","9999-01-01"
