emp_no,salary,from_date,to_date
493820,68051,1993-07-23,1994-07-23
493821,40000,1988-04-07,1989-04-07
493822,63732,1997-10-02,1998-10-02
493823,68578,1999-05-02,2000-05-01
493824,44748,1990-03-12,1991-03-12
493825,40000,1986-03-12,1987-03-12
493826,40000,1989-01-11,1990-01-11
493827,40000,1985-07-02,1986-07-02
493828,79817,1992-07-26,1993-07-26
493829,64335,1989-12-23,1990-12-23
493830,40000,1986-12-16,1987-12-16
493831,42808,1993-12-09,1994-12-09
493832,55057,1993-05-28,1994-05-28
493833,40000,1990-09-30,1991-09-30
493834,40000,1988-10-25,1989-10-25
493835,40000,1998-01-20,1999-01-20
493836,40000,1991-03-06,1992-03-05
493837,73730,1995-02-19,1996-02-19
493838,49175,1999-03-08,2000-03-07
493839,45583,1998-08-01,1999-08-01
493840,40000,1989-06-04,1990-06-04
493841,66779,1997-03-02,1998-03-02
493842,40000,1988-07-26,1989-07-26
493843,40000,1996-07-10,1997-07-10
493844,53788,1998-05-13,1999-05-13
493845,40000,1998-04-28,1999-04-28
493846,60007,1986-08-23,1987-08-23
493847,40000,1997-04-13,1998-04-13
493848,40000,1995-02-21,1996-02-21
493849,40000,1997-01-04,1998-01-04
493850,40000,1987-07-30,1988-07-29
493851,70015,1999-12-18,2000-12-17
493852,65323,1992-08-12,1993-08-12
493853,43617,1992-07-06,1993-07-06
493854,44811,1992-11-06,1993-11-06
493855,71198,1988-07-24,1989-07-24
493856,40000,1987-08-17,1988-08-16
493857,71398,1994-01-28,1995-01-28
493858,40910,2000-01-25,2001-01-24
493859,46213,1998-07-22,1999-07-22
493860,40000,1988-08-07,1989-08-07
493861,78202,1987-06-15,1988-06-14
493862,74623,1999-07-19,2000-07-18
493863,40000,1993-01-02,1994-01-02
493864,40000,1998-10-01,1999-10-01
493865,56920,1999-07-19,2000-07-18
493866,49326,1998-11-03,1999-11-03
493867,40000,1986-11-08,1987-11-08
493868,48894,1985-03-15,1986-03-15
493869,41809,1991-05-12,1992-05-11
493870,47779,1998-12-19,1999-12-19
493871,51931,1996-07-18,1997-07-18
493872,40000,1986-04-17,1987-04-17
493873,55413,1995-06-28,1996-06-27
493874,42593,1994-10-20,1995-10-20
493875,47608,1994-06-14,1995-06-14
493876,40000,1998-07-12,1999-07-12
493877,40000,1996-11-26,1997-11-26
493878,40000,1986-01-03,1987-01-03
493879,63281,1998-11-04,1999-11-04
493880,78741,1986-12-13,1987-12-13
493881,69596,1999-06-30,2000-06-29
493882,61967,1993-11-08,1994-11-08
493883,40000,1985-05-14,1986-05-14
493884,78086,1997-04-03,1998-04-03
493885,57581,1986-03-12,1987-03-12
493886,40000,1988-08-08,1989-08-08
493887,40000,1994-12-09,1995-12-09
493888,68921,1995-07-16,1996-07-15
493889,66595,1992-02-09,1993-02-08
493890,70342,1996-04-09,1997-04-09
493891,62090,1996-02-29,1997-02-28
493892,74641,1996-06-11,1997-06-11
493893,49913,1988-03-09,1989-03-09
493894,47599,1988-05-13,1989-05-13
493895,63008,1992-01-10,1993-01-09
493896,114498,1993-05-19,1994-05-19
493897,53815,1997-04-25,1998-04-25
493898,53858,1997-07-16,1998-07-16
493899,40000,1986-08-03,1987-08-03
493900,54433,1999-08-26,2000-08-25
493901,40000,1985-10-16,1986-10-16
493902,41377,1992-04-06,1993-04-06
493903,56090,1987-01-22,1988-01-22
493904,47976,1997-07-20,1998-07-20
493905,45924,1995-03-13,1996-03-12
493906,40000,1998-04-10,1999-04-10
493907,47251,1990-03-11,1991-03-11
493908,47561,1992-12-21,1993-12-21
493909,40000,1998-07-21,1999-07-21
493910,40000,1994-12-02,1995-12-02
493911,91560,1999-07-07,2000-07-06
493912,40000,1991-07-27,1992-07-26
493913,40000,1994-08-08,1995-08-08
493914,40000,1989-09-17,1990-09-17
493915,57001,1986-04-20,1987-04-20
493916,40000,1988-05-24,1989-05-24
493917,41299,1995-09-04,1996-09-03
493918,89659,1994-10-23,1995-10-23
493919,40000,1987-07-09,1988-07-08
493920,41159,1991-09-03,1992-09-02
493921,41082,1997-05-19,1998-05-19
493922,45823,1989-11-20,1990-11-20
493923,40000,1998-03-30,1998-06-11
493924,40000,1997-07-17,1998-07-17
493925,87273,1987-10-26,1988-10-25
493926,40000,1991-06-02,1992-06-01
493927,40000,1989-02-25,1990-02-25
493928,56007,1996-10-01,1997-10-01
493929,55012,1994-07-17,1995-07-17
493930,53067,1999-06-23,1999-12-21
493931,51594,1996-09-13,1997-09-13
493932,40000,1985-09-09,1986-09-09
493933,77352,1989-11-13,1990-11-13
493934,97621,1999-02-27,2000-02-27
493935,54051,1994-09-12,1995-09-12
493936,61458,1993-08-11,1994-08-11
493937,42871,1988-05-21,1989-05-21
493938,42033,1989-12-02,1990-12-02
493939,40000,1985-08-19,1986-08-19
493940,40000,1994-08-31,1995-08-31
493941,40000,1985-09-05,1986-09-05
493942,66238,1997-08-06,1998-08-06
493943,49929,1989-01-31,1990-01-31
493944,57380,1998-02-02,1999-02-02
493945,40000,1993-07-02,1993-12-04
493946,40000,1995-04-28,1996-04-27
493947,73925,1992-01-27,1993-01-26
493948,86256,1996-12-31,1997-12-31
493949,81349,1999-06-05,2000-06-04
493950,42441,1996-04-19,1997-04-19
493951,49693,1992-10-19,1993-10-19
493952,43706,1996-04-08,1997-04-08
493953,40000,1988-02-19,1989-02-18
493954,59349,1993-04-02,1994-04-02
493955,40868,1999-11-06,2000-11-05
493956,47698,1992-06-04,1993-06-04
493957,42890,1992-02-04,1993-02-03
493958,40000,1991-04-26,1992-04-25
493959,54458,1993-01-26,1994-01-26
493960,71896,1998-09-29,1999-09-29
493961,40000,1986-04-26,1987-04-26
493962,61429,1998-05-19,1999-05-19
493963,78708,1990-12-02,1991-12-02
493964,67321,1991-08-12,1992-08-11
493965,46625,1995-04-06,1996-04-04
493966,57317,1999-02-21,1999-06-16
493967,40000,1991-01-04,1992-01-04
493968,49226,1989-09-13,1990-09-13
493969,47753,1999-10-19,2000-10-18
493970,64559,1986-08-25,1987-08-25
493971,71387,1991-11-28,1992-11-27
493972,79634,1985-09-21,1986-09-21
493973,62699,1998-03-01,1999-03-01
493974,40000,1997-09-13,1998-09-13
493975,43629,1989-02-07,1990-02-07
493976,67772,1991-04-25,1992-04-24
493977,61118,1992-09-03,1993-09-03
493978,56348,1991-05-15,1992-05-14
493979,50626,1997-02-01,1998-02-01
493980,40000,1989-03-08,1990-03-08
493981,40000,1992-09-23,1993-09-23
493982,55080,1997-08-17,1998-08-17
493983,102463,1987-03-18,1988-03-17
493984,50848,1987-08-30,1988-08-29
493985,45416,1995-03-15,1996-03-14
493986,53503,1996-06-20,1997-06-20
493987,57536,1987-11-04,1988-11-03
493988,69540,1991-10-05,1992-10-04
493989,40000,2000-01-18,2001-01-17
493990,61955,1990-11-26,1991-11-26
493991,40000,1998-11-22,1999-11-22
493992,46831,1996-03-01,1997-03-01
493993,47300,1992-03-17,1993-03-17
493994,60021,1990-09-28,1991-09-28
493995,60143,1987-05-03,1988-05-02
493996,42759,1989-10-20,1990-10-20
493997,43338,1995-06-29,1996-06-28
493998,58470,1992-09-08,1993-09-08
493999,40000,1998-11-03,1999-11-03
494000,49427,1993-04-24,1994-04-24
494001,78995,1985-02-28,1986-02-28
494002,59134,1995-11-09,1996-11-08
494003,40000,1987-12-22,1988-12-21
494004,54514,1985-04-16,1986-04-16
494005,79533,1998-05-31,1999-05-31
494006,51704,1990-11-07,1991-11-07
494007,40000,1985-08-31,1986-08-31
494008,51654,1990-02-09,1991-02-09
494009,90752,1985-09-11,1986-09-11
494010,89867,1989-06-29,1990-06-29
494011,40000,1997-11-10,1998-11-10
494012,46255,1995-01-10,1996-01-10
494013,58496,1996-03-03,1997-03-03
494014,40000,1996-07-03,1996-12-10
494015,66990,1988-04-17,1989-04-17
494016,40000,1986-07-16,1987-07-16
494017,40000,1987-03-20,1988-03-19
494018,96141,1993-10-24,1994-10-24
494019,65241,1991-05-06,1992-05-05
494020,40000,1996-02-04,1997-02-03
494021,40000,1990-11-25,1991-11-25
494022,48509,1987-08-19,1988-08-18
494023,51064,1997-10-26,1998-10-25
494024,40000,1987-12-23,1988-12-22
494025,57261,1994-12-02,1995-12-02
494026,40000,1988-03-01,1989-03-01
494027,86045,1987-04-25,1988-04-24
494028,40000,1992-06-09,1993-06-09
494029,40000,1996-04-07,1997-04-07
494030,42676,1991-07-24,1992-07-23
494031,57826,1990-06-09,1991-06-09
494032,42329,1985-05-12,1986-05-12
494033,41782,1988-04-02,1989-04-02
494034,40000,1998-09-26,1999-09-26
494035,40000,1987-11-27,1988-11-26
494036,71452,1986-03-17,1987-03-17
494037,53093,1995-02-17,1996-02-17
494038,40000,1985-11-14,1986-11-14
494039,78196,1985-12-02,1986-12-02
494040,45189,1999-07-13,2000-07-12
494041,40304,1993-09-19,1994-09-19
494042,40000,1986-07-14,1987-07-14
494043,40000,1993-10-02,1994-10-02
494044,84882,1986-03-05,1987-03-05
494045,50445,1992-11-11,1993-11-11
494046,57257,1991-01-05,1992-01-05
494047,75805,1999-09-14,2000-09-13
494048,43679,1994-01-07,1995-01-07
494049,55111,1999-07-22,2000-07-21
494050,60048,1998-11-22,1999-11-22
494051,40000,1985-11-26,1986-11-26
494052,40000,1994-05-26,1995-05-26
494053,61543,1989-09-25,1990-09-25
494054,44327,1996-09-13,1997-09-13
494055,44088,1990-07-13,1991-07-13
494056,69384,1989-04-15,1990-04-15
494057,44490,1987-08-23,1988-08-22
494058,40000,1988-06-18,1989-06-18
494059,40000,1993-02-02,1994-02-02
494060,40000,1990-12-18,1991-12-18
494061,40000,1999-08-09,2000-08-08
494062,40000,1997-11-18,1998-11-18
494063,40000,1999-04-13,2000-04-12
494064,56544,1995-02-14,1996-02-14
494065,87901,1986-09-23,1987-09-23
494066,40000,1997-04-18,1998-04-18
494067,40000,1991-12-19,1992-12-18
494068,76439,1985-05-23,1986-05-23
494069,60375,1990-11-21,1991-11-21
494070,58327,1999-10-19,2000-10-18
494071,60792,1988-05-17,1989-05-17
494072,41382,1996-09-05,1997-09-05
494073,82188,1994-10-10,1995-10-10
494074,40000,1997-06-26,1997-10-24
494075,40000,1991-06-22,1992-06-21
494076,43478,1997-02-26,1998-02-26
494077,40000,1989-06-12,1990-06-12
494078,40000,1990-07-12,1991-07-12
494079,40000,1989-11-24,1990-11-24
494080,59596,1993-06-15,1994-06-15
494081,54893,1997-01-17,1998-01-17
494082,40000,1988-07-24,1989-07-24
494083,40000,1996-06-10,1997-06-10
494084,101528,1996-04-29,1997-04-29
494085,71299,1986-12-02,1987-12-02
494086,40000,1987-12-09,1988-12-08
494087,45179,1989-05-11,1990-05-11
494088,53267,1989-02-06,1990-02-06
494089,40000,1995-03-24,1996-03-23
494090,40000,1995-07-05,1996-07-04
494091,40000,1999-02-26,2000-02-26
494092,43876,1989-04-07,1990-04-07
494093,40000,1991-09-08,1992-09-07
494094,65903,1986-12-15,1987-12-15
494095,56812,1995-09-07,1996-09-06
494096,40000,1998-11-25,1999-11-25
494097,44899,1996-09-11,1997-09-11
494098,53052,1990-02-23,1991-02-23
494099,73599,1986-05-31,1987-05-31
494100,74487,1987-12-25,1988-12-24
494101,40000,1993-05-25,1994-05-25
494102,40000,1996-08-24,1997-08-24
494103,66043,1986-11-27,1987-11-27
494104,40000,1995-04-30,1996-04-29
494105,75236,1991-10-04,1992-10-03
494106,40000,1987-04-01,1988-03-31
494107,75462,1998-04-28,1999-04-28
494108,92177,1995-06-23,1996-06-22
494109,40000,1990-10-16,1991-10-16
494110,41145,1985-06-02,1986-06-02
494111,51002,1994-08-16,1995-08-16
494112,43283,1985-12-20,1986-12-20
494113,43010,1995-06-02,1996-06-01
494114,47776,1985-07-30,1986-07-30
494115,82180,1993-12-09,1994-12-09
494116,40000,1993-03-25,1994-03-25
494117,40000,1996-04-11,1997-04-11
494118,58914,1991-05-29,1992-05-28
494119,40000,1994-03-03,1995-03-03
494120,53274,1986-10-17,1987-10-17
494121,53214,1994-01-21,1995-01-21
494122,48418,1997-10-29,1998-04-15
494123,74618,1987-05-19,1988-05-18
494124,55669,1995-09-02,1996-09-01
494125,58778,1994-06-17,1995-06-17
494126,79349,1998-10-30,1999-10-30
494127,54300,1991-02-13,1992-02-13
494128,110843,1987-06-20,1988-06-19
494129,73031,1986-01-19,1987-01-19
494130,65285,1997-01-18,1998-01-18
494131,52654,1992-01-17,1993-01-16
494132,50354,1985-03-30,1986-03-30
494133,61151,1985-07-26,1986-07-26
494134,40000,1994-11-23,1995-11-23
494135,48335,1993-07-16,1994-07-16
494136,78047,1994-04-07,1995-04-07
494137,40677,1994-03-11,1995-03-11
494138,40000,1986-01-25,1987-01-25
494139,50547,1989-03-14,1990-03-14
494140,40000,1995-06-12,1996-04-18
494141,50364,1993-07-04,1994-07-04
494142,63398,1995-06-29,1996-06-28
494143,42701,1998-02-11,1999-02-11
494144,40000,1999-10-07,2000-10-06
494145,60179,1991-06-29,1992-06-28
494146,52818,1995-01-07,1996-01-07
494147,40000,1990-11-11,1991-11-11
494148,44197,1997-12-10,1998-12-10
494149,51922,1997-01-01,1998-01-01
494150,40000,1996-10-24,1997-10-24
494151,60534,1987-01-13,1988-01-13
494152,106642,1987-05-10,1988-05-09
494153,55787,1985-09-07,1986-09-07
494154,40000,1995-12-15,1996-12-14
494155,77581,1985-11-13,1986-11-13
494156,40000,1988-08-16,1989-08-16
494157,40000,1985-12-30,1986-12-30
494158,56003,1993-08-14,1994-08-14
494159,69897,1996-04-29,1997-04-29
494160,40000,1992-03-22,1993-03-22
494161,82831,1986-07-14,1987-07-14
494162,40000,1997-03-09,1998-03-09
494163,54999,1996-07-16,1997-07-16
494164,40000,1996-03-15,1997-03-15
494165,76131,1989-04-16,1990-04-16
494166,40000,1998-10-02,1999-10-02
494167,40000,1989-12-27,1990-12-27
494168,54832,1989-06-07,1990-06-07
494169,42610,1988-10-02,1989-10-02
494170,40000,1998-10-15,1999-10-15
494171,40000,1997-05-02,1998-05-02
494172,40000,1995-10-06,1996-10-05
494173,40000,1998-02-27,1999-02-27
494174,64246,1987-03-09,1988-03-08
494175,53970,1998-01-25,1999-01-25
494176,56926,1998-03-08,1999-03-08
494177,69726,1987-02-20,1988-02-20
494178,65977,1989-06-10,1990-06-10
494179,40000,1990-05-08,1991-05-08
494180,52715,1998-04-16,1999-04-16
494181,40000,1999-04-30,2000-04-29
494182,50911,1991-08-18,1992-08-17
494183,40000,1990-08-15,1991-08-15
494184,43975,1985-05-21,1986-05-21
494185,58703,1999-03-21,2000-03-20
494186,42987,1988-07-13,1989-07-13
494187,55208,1996-08-06,1997-08-06
494188,40000,1991-02-27,1992-02-27
494189,54848,1989-08-06,1990-08-06
494190,58397,1995-07-25,1996-07-24
494191,47625,1998-02-22,1999-02-22
494192,53859,1995-02-21,1996-02-21
494193,40000,1999-07-27,2000-07-26
494194,44000,1991-03-19,1992-03-18
494195,40000,1995-06-28,1996-06-27
494196,40000,1993-01-20,1994-01-20
494197,51561,1997-12-29,1998-12-29
494198,41915,1993-03-02,1994-03-02
494199,55929,1987-12-02,1988-12-01
494200,40000,1989-10-09,1990-10-09
494201,75403,1988-07-12,1989-07-12
494202,40000,1992-10-23,1993-10-23
494203,40000,1998-10-18,1999-10-18
494204,65937,1995-11-06,1996-11-05
494205,40000,1995-04-01,1996-03-31
494206,67324,1989-07-01,1990-07-01
494207,40000,1999-05-12,2000-05-11
494208,40000,1986-06-30,1987-06-30
494209,72472,1986-12-23,1987-12-23
494210,88367,1987-10-15,1988-10-14
494211,80842,1999-02-22,2000-02-22
494212,49665,1989-05-15,1990-05-15
494213,53704,1993-12-11,1994-12-11
494214,55421,1987-12-17,1988-12-16
494215,62225,1995-05-10,1996-05-09
494216,73346,1997-10-29,1998-10-29
494217,40000,1992-06-21,1993-06-21
494218,63899,1992-02-23,1993-02-22
494219,56979,1986-10-18,1987-10-18
494220,48816,1999-02-07,2000-02-07
494221,62971,1986-08-26,1987-08-26
494222,51022,1985-11-07,1986-11-07
494223,81472,1985-02-07,1986-02-07
494224,40000,1992-06-06,1993-06-06
494225,40000,1995-11-02,1996-11-01
494226,56376,1992-01-11,1993-01-10
494227,67295,1992-03-20,1993-03-20
494228,80010,1995-04-20,1996-04-19
494229,40468,1987-12-07,1988-12-06
494230,67278,1987-07-26,1988-07-25
494231,51443,1987-12-26,1988-12-25
494232,42427,1991-11-07,1992-11-06
494233,65361,1996-01-08,1997-01-07
494234,52012,1994-10-26,1995-10-26
494235,60390,1995-09-26,1996-09-25
494236,40000,1985-12-05,1986-12-05
494237,93222,1999-12-15,2000-12-14
494238,42822,1988-09-12,1989-09-12
494239,80465,1996-07-06,1997-07-06
494240,40000,1987-06-13,1988-06-12
494241,40000,1999-10-30,2000-10-29
494242,54094,1988-01-19,1989-01-18
494243,65343,1999-04-17,2000-04-16
494244,40000,1994-07-21,1995-07-21
494245,52826,1995-03-04,1996-03-03
494246,46666,1993-03-08,1994-03-08
494247,40000,1995-04-27,1996-04-26
494248,40000,1995-06-17,1996-06-16
494249,63343,1996-11-01,1997-11-01
494250,65731,1989-12-12,1990-12-12
494251,40000,1989-01-15,1990-01-15
494252,40000,1988-01-15,1989-01-14
494253,40000,1998-03-30,1999-03-30
494254,61415,1994-03-11,1995-03-11
494255,40000,1991-10-05,1992-10-04
494256,55801,1986-12-19,1987-12-19
494257,40000,1993-08-05,1994-08-05
494258,58125,1989-04-27,1990-04-27
494259,40000,1986-05-03,1987-05-03
494260,71943,1987-08-21,1988-08-20
494261,40000,1993-03-20,1994-03-20
494262,40000,1988-05-17,1989-05-17
494263,61121,1987-08-10,1988-08-09
494264,69488,1988-03-20,1989-03-20
494265,40000,1999-12-03,2000-12-02
494266,52987,1996-03-31,1997-03-31
494267,73333,1998-05-21,1999-05-21
494268,40000,1985-11-12,1986-10-02
494269,40000,1985-08-10,1986-08-10
494270,88487,1991-10-06,1992-10-05
494271,62257,1989-11-23,1990-11-23
494272,40000,1990-08-04,1991-08-04
494273,75074,1998-11-29,1999-11-29
494274,76394,1993-09-08,1994-09-08
494275,94545,1998-07-23,1999-07-23
494276,44429,1985-04-14,1986-04-14
494277,74204,1997-11-15,1998-11-15
494278,40000,1999-05-04,2000-05-03
494279,90298,1997-11-25,1998-11-25
494280,47969,1988-02-18,1989-02-17
494281,40000,1995-12-06,1996-12-05
494282,67719,1988-12-22,1989-12-22
494283,52164,1995-02-23,1996-02-23
494284,46909,1999-01-04,2000-01-04
494285,72758,1990-07-05,1991-07-05
494286,44363,1999-02-13,2000-02-13
494287,46334,1996-10-19,1997-10-19
494288,85943,1999-06-21,2000-06-20
494289,51510,1990-10-04,1991-10-04
494290,40000,1992-11-09,1993-11-09
494291,40000,1996-01-23,1997-01-22
494292,71832,1991-08-14,1992-08-13
494293,40000,1989-08-20,1990-08-20
494294,60822,1990-04-08,1991-04-08
494295,40000,1992-07-01,1993-07-01
494296,66544,1994-07-10,1995-07-10
494297,44635,1990-08-16,1991-08-16
494298,67721,1997-07-11,1998-07-11
494299,40000,1995-10-19,1996-10-18
494300,80772,1997-09-29,1998-09-29
494301,40000,1985-12-01,1986-12-01
494302,48701,1988-07-23,1989-07-23
494303,40000,1990-09-18,1991-09-18
494304,53798,1995-04-20,1996-04-19
494305,50462,1990-10-16,1991-10-16
494306,40000,1998-10-12,1999-10-12
494307,80082,1994-08-16,1995-08-16
494308,69285,1999-07-28,2000-07-27
494309,45879,1998-02-20,1999-02-20
494310,40000,1991-03-28,1992-03-27
494311,64207,1992-03-17,1993-03-17
494312,43222,1993-10-04,1994-10-04
494313,66956,1987-12-24,1988-12-23
494314,40000,1991-04-10,1992-04-09
494315,40000,1988-10-15,1989-10-15
494316,55135,1987-12-24,1988-12-23
494317,40000,1993-09-24,1994-09-24
494318,40000,1997-01-27,1998-01-27
494319,65203,1989-11-14,1990-11-14
494320,65938,1993-06-07,1994-06-07
494321,63881,1990-09-20,1991-09-20
494322,57048,1989-07-05,1990-07-05
494323,49548,1994-04-10,1995-04-10
494324,40000,1991-01-15,1992-01-15
494325,106670,1992-03-04,1993-03-04
494326,80675,1986-03-03,1987-03-03
494327,40000,1986-12-14,1987-12-14
494328,71939,1990-05-18,1991-05-18
494329,87714,1994-06-20,1995-06-20
494330,65862,1996-01-11,1997-01-10
494331,69236,1990-05-12,1991-05-12
494332,74138,1992-03-18,1993-03-18
494333,40000,1990-12-19,1991-12-19
494334,48041,1992-10-17,1993-10-17
494335,61063,1999-09-15,2000-09-14
494336,57426,1997-08-09,1998-08-09
494337,58826,1998-01-30,1999-01-30
494338,40000,1991-12-10,1992-12-09
494339,40000,1988-01-06,1989-01-05
494340,53900,1994-04-14,1995-04-14
494341,60250,1987-09-06,1988-09-05
494342,40000,1988-05-08,1989-05-08
494343,48795,1996-03-20,1997-03-20
494344,49897,1996-01-21,1997-01-20
494345,70798,1991-12-15,1992-12-14
494346,90170,1998-09-25,1999-09-25
494347,95617,1996-11-11,1997-11-11
494348,57432,1994-01-10,1995-01-10
494349,53445,1985-03-22,1986-03-22
494350,45910,1985-03-18,1986-03-18
494351,86531,1997-03-03,1998-03-03
494352,71784,1998-10-18,1999-10-18
494353,45028,1986-12-06,1987-12-06
494354,40000,1994-01-16,1995-01-16
494355,40000,1998-04-25,1999-04-25
494356,44735,1996-02-01,1997-01-31
494357,52415,1991-04-27,1992-04-26
494358,40000,1996-01-05,1997-01-04
494359,57871,1997-11-06,1998-11-06
494360,40000,1998-12-21,1999-12-21
494361,40000,1991-10-13,1992-10-12
494362,68682,1992-10-22,1993-10-22
494363,48617,1991-01-07,1992-01-07
494364,40267,1988-07-14,1989-07-14
494365,40000,1996-12-06,1997-12-06
494366,40000,1996-09-18,1997-09-18
494367,60339,1989-08-14,1990-08-14
494368,49463,1995-09-18,1996-09-17
494369,40000,1985-11-25,1986-11-25
494370,45127,1993-12-22,1994-12-22
494371,40000,1998-10-13,1999-10-13
494372,65336,1986-02-23,1987-02-23
494373,48920,1997-01-08,1998-01-08
494374,40000,1985-06-14,1986-06-14
494375,53523,1987-09-03,1988-09-02
494376,40000,1996-01-11,1997-01-10
494377,50559,1997-06-20,1998-06-20
494378,60515,1991-09-10,1992-09-09
494379,51264,1994-08-18,1995-08-18
494380,99202,1996-04-30,1997-04-30
494381,77582,1985-11-24,1986-11-24
494382,40000,1992-12-19,1993-12-19
494383,54478,1990-10-18,1991-10-18
494384,40000,1999-05-17,2000-05-16
494385,55634,1996-03-20,1997-03-20
494386,95758,1998-08-29,1999-08-29
494387,40000,1998-07-25,1999-07-25
494388,40189,1991-03-25,1992-03-24
494389,45878,1998-02-08,1999-02-08
494390,77672,1994-03-29,1995-03-29
494391,74631,1997-06-16,1998-06-16
494392,86130,1990-06-11,1991-06-11
494393,65717,1988-08-13,1989-08-13
494394,40000,1988-01-27,1989-01-26
494395,40000,1995-04-18,1996-04-17
494396,40000,1988-06-17,1989-06-17
494397,52636,1999-07-28,2000-07-27
494398,47550,1989-07-15,1990-07-15
494399,59936,1996-06-02,1997-06-02
494400,79554,1999-05-03,2000-05-02
494401,50876,1987-01-24,1988-01-24
494402,40000,1994-04-19,1995-04-19
494403,40000,1996-12-14,1997-12-14
494404,56415,1986-07-15,1987-07-15
494405,65689,1992-05-28,1993-05-28
494406,55211,1986-12-22,1987-12-22
494407,40000,1988-09-27,1989-09-27
494408,40000,1992-03-19,1993-03-19
494409,40000,1993-05-28,1994-05-28
494410,44765,1986-04-13,1987-04-13
494411,68349,1994-07-22,1995-07-21
494412,62558,1999-11-08,2000-11-07
494413,94052,1995-08-29,1996-08-28
494414,40000,1997-05-21,1998-05-21
494415,40000,1996-10-31,1997-10-31
494416,43150,1989-01-12,1990-01-12
494417,55252,1990-11-16,1991-11-16
494418,69226,1986-04-13,1987-04-13
494419,49816,1995-09-26,1996-09-25
494420,40000,1991-11-13,1992-11-12
494421,47020,1987-11-29,1988-11-28
494422,50675,1991-01-26,1992-01-26
494423,67339,1989-12-14,1990-12-14
494424,40000,1998-12-21,1999-12-21
494425,58611,1987-04-14,1988-04-13
494426,73398,1995-05-27,1996-05-26
494427,40000,1990-01-09,1991-01-09
494428,72412,1988-10-15,1989-10-15
494429,48092,1991-06-15,1992-06-14
494430,46624,1994-08-23,1995-08-23
494431,40000,1989-04-08,1990-04-08
494432,47842,1997-09-23,1998-09-23
494433,40000,1991-01-13,1992-01-13
494434,40000,1996-02-02,1997-02-01
494435,55684,1986-09-14,1987-09-14
494436,40000,1999-12-23,2000-12-22
494437,40000,1986-06-21,1987-06-21
494438,61193,1985-02-27,1986-02-27
494439,87633,1989-06-03,1990-06-03
494440,57282,1994-09-02,1995-09-02
494441,44411,1985-04-21,1986-04-21
494442,40000,1990-07-12,1991-07-12
494443,40601,1988-12-18,1989-12-18
494444,59660,1989-10-25,1990-10-25
494445,41034,1992-06-26,1993-06-26
494446,40000,1992-03-08,1993-03-08
494447,40000,1997-03-09,1998-03-09
494448,40000,1986-08-12,1987-08-12
494449,86899,1999-06-19,2000-06-18
494450,43496,1992-07-29,1993-07-29
494451,40000,1996-12-09,1997-12-09
494452,71241,1999-09-22,2000-09-21
494453,88194,1997-12-24,1998-12-24
494454,53323,1997-06-26,1998-06-26
494455,62645,1996-09-08,1997-09-08
494456,40000,1988-09-03,1989-09-03
494457,40000,1990-08-06,1991-08-06
494458,40000,1999-09-23,2000-09-22
494459,53408,1985-11-07,1986-11-07
494460,67764,1997-09-14,1998-09-14
494461,41051,1992-12-05,1993-12-05
494462,40064,1990-07-13,1991-07-13
494463,40000,1999-03-22,2000-03-21
494464,40206,1991-06-28,1992-06-27
494465,65927,1986-08-18,1987-08-18
494466,40000,1990-03-19,1991-03-19
494467,42038,1989-04-14,1990-04-14
494468,44029,1996-06-07,1997-06-07
494469,40000,1987-08-28,1988-08-27
494470,40000,1986-12-04,1987-12-04
494471,43891,1994-09-08,1995-09-08
494472,40000,1997-09-17,1998-09-17
494473,59639,1986-07-05,1987-07-05
494474,57525,1994-03-13,1995-03-13
494475,60731,1986-05-22,1987-05-22
494476,64645,1994-11-20,1995-11-20
494477,62368,1995-04-18,1996-04-17
494478,52957,1985-07-21,1986-07-21
494479,49617,1985-03-10,1986-03-10
494480,46270,1994-08-11,1995-08-11
494481,40000,1986-06-01,1987-06-01
494482,40000,1991-10-04,1992-10-03
494483,40000,1985-07-04,1986-07-04
494484,40000,1992-01-04,1993-01-03
494485,63518,1988-10-02,1989-10-02
494486,43886,1993-12-30,1994-12-30
494487,84967,1985-03-29,1986-03-29
494488,40000,1993-03-11,1994-03-11
494489,40000,1994-11-22,1995-10-21
494490,40000,1994-01-21,1995-01-21
494491,41666,1995-06-26,1996-06-25
494492,59550,1994-11-12,1995-11-12
494493,96959,1996-11-20,1997-11-20
494494,82690,1985-06-28,1986-06-28
494495,40000,1996-09-16,1997-09-16
494496,40000,1998-02-12,1999-02-12
494497,55792,1993-06-17,1994-06-17
494498,40000,1992-11-12,1993-11-12
494499,40000,1999-09-22,2000-09-21
494500,74114,1992-04-25,1993-04-25
494501,55957,1998-05-23,1999-05-23
494502,40000,1999-07-02,2000-07-01
494503,41430,1985-05-28,1986-05-28
494504,50385,1986-05-27,1987-05-27
494505,58337,1998-01-17,1999-01-01
494506,40000,1992-05-25,1993-05-25
494507,43675,1991-09-15,1992-09-14
494508,49706,1989-02-27,1990-02-27
494509,59152,1995-07-22,1996-07-21
494510,46132,1986-10-01,1987-10-01
494511,45666,1994-12-01,1995-12-01
494512,40000,1991-08-11,1992-08-10
494513,45900,1990-05-01,1991-05-01
494514,45834,1996-02-12,1997-02-11
494515,40000,1999-07-08,2000-07-07
494516,49547,1989-04-12,1990-04-12
494517,70377,1993-11-14,1994-11-14
494518,48948,1993-02-24,1994-02-24
